
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24BSMA101,Matrices and Calculus,4,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24HSEN101,Communicative English,3,HS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24BSPH101,Engineering Physics,3,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24BSCY101,Engineering Chemistry,3,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24ESCS101,Problem Solving and Programming in C,3,ES,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24ESGE101,Engineering Graphics,3,ES,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24HSTA101,Heritage of Tamils,1,HS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24BSPL101,Physics and Chemistry Laboratory,2,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24ESPL101,Programming in C Laboratory,1,ES,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24ENTP101,Functional Life Skills,1,TP,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,1,24ESID101,Idea Engineering Lab - I,1,ID,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24BSMA202,"Differential Equations, Complex Variables and Transforms",4,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24HSEN201,Professional English,2,HS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24BSPH206,Physics for Instrumentation Engineering,3,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24BSCY201,Chemistry for Environment and Sustainability,3,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24EEPC201,Circuit Theory,3,PC,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24HSTA201,Tamils and Technology,1,HS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24HSNC201,NCC Course Level 1,0,MC,NCC,elective
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24ESGE102,Engineering Practices Laboratory,2,ES,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24ENTP201,Digital Dynamics,0,TP,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24ESID201,Idea Engineering Lab - II,1,ID,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,2,24ESMC201,MS Office (Mandatory - NC),0,MC,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,3,24BSMA302,Linear Algebra and Partial Differential Equations,4,BS,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,3,24EIPC301,Electrical Measurements and Sensors,3,PC,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,3,24EIPC302,Analog Electronic Circuits,3,PC,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,3,24EIPC303,Digital System Design and Applications,3,PC,,core
Sri Sairam Engineering College,SAIRAM,Electronics and Instrumentation Engineering,EIE,R2024,3,24ESIT301,Data Structures,3,ES,,core
